Street Address,City,State,Zip,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,City,State,County,Zip,Country,Source,Census Year,State FIPS,County FIPS,Place Name,Place FIPS,Census Tract Code,Census Block Code,Census Block Group,Full FIPS,test_site_source
"3151 Baldwin Park, Baldwin Park, CA 91706",,,,34.070407,-117.978957,1,range_interpolation,3151,Baldwin Park Blvd,Baldwin Park,CA,Los Angeles County,91706,US,TIGER/Line® dataset from the US Census Bureau,2019,6,6037,Baldwin Park,603666,404702,3006,3,6.0374E+13,giscorps
"316 South Pacific Coast Highway, Redondo Beach, CA 90277",,,,33.846252,-118.387445,1,rooftop,316,N Highway 1,Redondo Beach,CA,Los Angeles County,90277,US,Los Angeles,2019,6,6037,Redondo Beach,660018,621201,3015,3,6.03762E+13,giscorps
"3160 East Del Mar Blvd Ste #110, Pasadena, CA 91107",,,,34.141084,-118.084994,1,rooftop,3160,E Del Mar Blvd,Pasadena,CA,Los Angeles County,91107,US,Los Angeles,2019,6,6037,Pasadena,656000,463200,1010,1,6.03746E+13,giscorps
"3201 Wilshire Blvd, Suite 301B Santa Monica, CA 90403",,,,34.040862,-118.472016,1,rooftop,3201,Wilshire Blvd,Santa Monica,CA,Los Angeles County,90403,US,Los Angeles,2019,6,6037,Santa Monica,670000,701601,1007,1,6.0377E+13,giscorps
"3208 East Florence Avenue, Huntington Park, CA 90255",,,,33.97226,-118.21063,1,rooftop,3208,E Florence Ave,Huntington Park,CA,Los Angeles County,90255,US,Los Angeles,2019,6,6037,Huntington Park,636056,533107,1003,1,6.03753E+13,giscorps
"3215 N Sepulveda Blvd, Manhattan Beach, CA 90266",,,,33.898749,-118.396241,1,rooftop,3215,N Sepulveda Blvd,Manhattan Beach,CA,Los Angeles County,90266,US,Los Angeles,2019,6,6037,Manhattan Beach,645400,620303,1005,1,6.03762E+13,giscorps
"3229 Santa Anita Ave., El Monte, CA 91733",,,,34.066906,-118.042865,1,rooftop,3229,Santa Anita Ave,El Monte,CA,Los Angeles County,91733,US,Los Angeles,2019,6,6037,El Monte,622230,433200,4020,4,6.03743E+13,giscorps
"326 W. 23rd St., Los Angeles, CA 90007",,,,34.02929,-118.27151,1,rooftop,326,W 23rd St,Los Angeles,CA,Los Angeles County,90007,US,City of Los Angeles,2019,6,6037,Los Angeles,644000,224020,1024,1,6.03722E+13,giscorps
"3300 E South St Suite 209, Long Beach, CA 90805",,,,33.85957,-118.153874,1,rooftop,3300,E South St,Lakewood,CA,Los Angeles County,90805,US,Los Angeles,2019,6,6037,Lakewood,639892,570701,5008,5,6.03757E+13,giscorps
"3330 Lomita Blvd, Torrance, CA 90505",,,,33.811995,-118.343703,1,rooftop,3330,Lomita Blvd,Torrance,CA,Los Angeles County,90505,US,Los Angeles,2019,6,6037,Torrance,680000,651101,2029,2,6.03765E+13,giscorps
"335 East Avenue, Lancaster, CA 93535",,,,34.666734,-118.124688,1,rooftop,335,E Ave,Lancaster,CA,Los Angeles County,93535,US,City of Lancaster,2019,6,6037,Lancaster,640130,900504,1028,1,6.0379E+13,giscorps
"340 N Madison Ave, Los Angeles, CA 90004-3504",,,,34.07748,-118.28901,1,rooftop,340,N Madison Ave,Los Angeles,CA,Los Angeles County,90004,US,City of Los Angeles,2019,6,6037,Los Angeles,644000,192700,2010,2,6.03719E+13,giscorps
"340 N. Orange Ave., Azusa, CA 91702",,,,34.127395,-117.913665,1,range_interpolation,340,N Orange Ave,Azusa,CA,Los Angeles County,91702,US,TIGER/Line® dataset from the US Census Bureau,2019,6,6037,Azusa,603386,404401,1016,1,6.0374E+13,giscorps
"3455 Percy St, Los Angeles, CA 90023-1716",,,,34.028267,-118.19881,1,range_interpolation,3455,Percy St,Los Angeles,CA,Los Angeles County,90023,US,TIGER/Line® dataset from the US Census Bureau,2019,6,6037,Los Angeles,644000,204810,2006,2,6.0372E+13,giscorps
"3500 W Temple St, Los Angeles, CA 90004",,,,34.07647,-118.28461,1,rooftop,3500,W Temple St,Los Angeles,CA,Los Angeles County,90004,US,City of Los Angeles,2019,6,6037,Los Angeles,644000,211121,1001,1,6.03721E+13,giscorps
"3501 Valley Blvd., Los Angeles, CA 90095",,,,34.06631,-118.20565,0.9,rooftop,3501,Valley Blvd,Los Angeles,CA,Los Angeles County,90031,US,Los Angeles,2019,6,6037,Los Angeles,644000,199120,2002,2,6.0372E+13,giscorps
"3559 E South St, Long Beach, CA, 90805",,,,33.860362,-118.150591,1,range_interpolation,3559,E South St,Long Beach,CA,Los Angeles County,90805,US,TIGER/Line® dataset from the US Census Bureau,2019,6,6037,Long Beach,643000,570100,1009,1,6.03757E+13,giscorps
"3591 East Imperial Hwy, Lynwood, CA 90262",,,,33.930748,-118.205471,1,rooftop,3591,Imperial Hwy,Lynwood,CA,Los Angeles County,90262,US,Los Angeles,2019,6,6037,Lynwood,644574,540202,2009,2,6.03754E+13,giscorps
"3606 W. Exposition Blvd. Los Angeles, CA 90016",,,,34.02244,-118.33573,1,rooftop,3606,W Exposition Blvd,Los Angeles,CA,Los Angeles County,90016,US,City of Los Angeles,2019,6,6037,Los Angeles,644000,219500,1006,1,6.03722E+13,giscorps
"3625 Martin Luther King Jr Suite #8, Lynwood, CA 90262",,,,33.930607,-118.201876,1,rooftop,3625,Century Blvd,Lynwood,CA,Los Angeles County,90262,US,Los Angeles,2019,6,6037,Lynwood,644574,540203,3007,3,6.03754E+13,giscorps
"3628 E. Imperial Hwy, Lynwood, CA 90262",,,,33.930467,-118.204311,1,rooftop,3628,Imperial Hwy,Lynwood,CA,Los Angeles County,90262,US,Los Angeles,2019,6,6037,Lynwood,644574,540203,1001,1,6.03754E+13,giscorps
"3650 W. Martin Luther King Jr. Blvd. Los Angeles, CA 90008",,,,34.011177,-118.33649,1,rooftop,3650,W Martin Luther King Jr Blvd,Los Angeles,CA,Los Angeles County,90008,US,Los Angeles,2019,6,6037,Los Angeles,644000,236100,2001,2,6.03724E+13,giscorps
"3670 South Nogales Street, West Covina, CA 91792",,,,34.010324,-117.886518,1,rooftop,3670,S Nogales St,West Covina,CA,Los Angeles County,91792,US,Los Angeles,2019,6,6037,West Covina,684200,408137,1022,1,6.03741E+13,giscorps
"3680 E Imperial Hwy Ste 200, Lynwood, CA 90262-2663",,,,33.931757,-118.201241,1,rooftop,3680,Imperial Hwy,Lynwood,CA,Los Angeles County,90262,US,Los Angeles,2019,6,6037,Lynwood,644574,540203,3003,3,6.03754E+13,giscorps
"3741 Crenshaw Boulevard, Los Angeles, CA 90016",,,,34.0185,-118.335247,1,range_interpolation,3741,Crenshaw Blvd,Los Angeles,CA,Los Angeles County,90016,US,TIGER/Line® dataset from the US Census Bureau,2019,6,6037,Los Angeles,644000,219500,1012,1,6.03722E+13,giscorps
"37950 47th St. E, Palmdale, CA 93552",,,,34.57312,-118.04419,0.61,nearest_rooftop_match,38003,47th St E,Palmdale,CA,Los Angeles County,93552,US,Los Angeles,2019,6,6037,Palmdale,655156,910711,1000,1,6.03791E+13,giscorps
"38012 47th Street East, Palmdale, CA 93550",,,,34.57437,-118.04427,0.9,rooftop,38012,47th St E,Palmdale,CA,Los Angeles County,93552,US,Los Angeles,2019,6,6037,Palmdale,655156,910713,1004,1,6.03791E+13,giscorps
"3820 Martin Luther King Jr Blvd, Lynwood, CA 90262-3625",,,,33.927008,-118.198063,1,rooftop,3820,Century Blvd,Lynwood,CA,Los Angeles County,90262,US,Los Angeles,2019,6,6037,Lynwood,644574,540102,4001,4,6.03754E+13,giscorps
"3820 Santa Rosalia Dr, Los Angeles, CA 90008",,,,34.010869,-118.340429,1,rooftop,3820,Santa Rosalia Dr,Los Angeles,CA,Los Angeles County,90008,US,Los Angeles,2019,6,6037,Los Angeles,644000,236100,3005,3,6.03724E+13,giscorps
"3851 W. El Segundo Blvd. Hawthorne, CA 90250",,,,33.916564,-118.340558,1,range_interpolation,3851,W El Segundo Blvd,Hawthorne,CA,Los Angeles County,90250,US,TIGER/Line® dataset from the US Census Bureau,2019,6,6037,Hawthorne,632548,602509,3027,3,6.0376E+13,giscorps
"3883 East Foothill Boulevard, Pasadena, CA 91107",,,,34.150365,-118.073377,1,range_interpolation,3883,E Foothill Blvd,Pasadena,CA,Los Angeles County,91107,US,TIGER/Line® dataset from the US Census Bureau,2019,6,6037,Pasadena,656000,463000,1010,1,6.03746E+13,giscorps
"3900 W Manchester Blvd, Inglewood, CA, 90305",,,,33.95828,-118.341889,1,rooftop,3900,W Manchester Blvd,Inglewood,CA,Los Angeles County,90305,US,Los Angeles,2019,6,6037,Inglewood,636546,600703,1006,1,6.0376E+13,giscorps
"3932 Long Beach Blvd Suite A, Long Beach, CA 90807",,,,33.830232,-118.18889,1,rooftop,3932,Long Beach Blvd,Long Beach,CA,Los Angeles County,90807,US,City of Long Beach,2019,6,6037,Long Beach,643000,571800,3003,3,6.03757E+13,giscorps
"3945 Whittier Blvd, Los Angeles, CA 90023",,,,34.024116,-118.187727,1,rooftop,3945,Whittier Blvd,Los Angeles,CA,Los Angeles County,90023,US,Los Angeles,2019,6,6037,East Los Angeles,620802,531202,1009,1,6.03753E+13,giscorps
"395 Silver Spur Rd, Rolling Hills Estates, CA 90274",,,,33.775167,-118.375136,1,range_interpolation,395,Silver Spur Rd,Palos Verdes Peninsula,CA,Los Angeles County,90274,US,TIGER/Line® dataset from the US Census Bureau,2019,6,6037,Rolling Hills Estates,662644,670403,1026,1,6.03767E+13,giscorps
"3986 S. Hoover St., Los Angeles, CA 90037",,,,34.01232,-118.2847,0.9,range_interpolation,3986,S Hoover St,Los Angeles,CA,Los Angeles County,90037,US,TIGER/Line® dataset from the US Census Bureau,2019,6,6037,Los Angeles,644000,231220,2007,2,6.03723E+13,giscorps
"400 S. Baldwin Ave. Ste. 231, Arcadia, CA 91007",,,,34.135231,-118.051885,1,rooftop,400,S Baldwin Ave,Arcadia,CA,Los Angeles County,91007,US,Los Angeles,2019,6,6037,Arcadia,602462,430721,1008,1,6.03743E+13,giscorps
"400 W 43rd St, LOS ANGELES, CA 90037",,,,34.005739,-118.280958,1,range_interpolation,400,W 43rd St,Los Angeles,CA,Los Angeles County,90037,US,TIGER/Line® dataset from the US Census Bureau,2019,6,6037,Los Angeles,644000,231720,2010,2,6.03723E+13,giscorps
"401 W Beverly Blvd, Montebello, CA 90640",,,,34.016114,-118.102152,1,rooftop,401,W Beverly Blvd,Montebello,CA,Los Angeles County,90640,US,Los Angeles,2019,6,6037,Montebello,648816,530101,4000,4,6.03753E+13,giscorps
"4085 S. Vermont Ave., Los Angeles, CA 90037",,,,34.00929,-118.29181,1,rooftop,4085,S Vermont Ave,Los Angeles,CA,Los Angeles County,90037,US,City of Los Angeles,2019,6,6037,Los Angeles,644000,231600,1003,1,6.03723E+13,giscorps
"420 S. Glendora Ave, West Covina, CA 91790",,,,34.067169,-117.925776,1,range_interpolation,420,S Glendora Ave,West Covina,CA,Los Angeles County,91790,US,TIGER/Line® dataset from the US Census Bureau,2019,6,6037,West Covina,684200,406702,4032,4,6.03741E+13,giscorps
"4200 E. Pacific Coast Hwy,Suite 150,Long Beach, CA 90804",,,,33.789549,-118.143738,1,rooftop,4200,E Pacific Coast Hwy,Long Beach,CA,Los Angeles County,90804,US,City of Long Beach,2019,6,6037,Long Beach,643000,575002,1003,1,6.03758E+13,giscorps
"4211 Avalon, Los Angeles, CA 90011",,,,34.007209,-118.265431,1,rooftop,4211,Avalon Blvd,Los Angeles,CA,Los Angeles County,90011,US,Los Angeles,2019,6,6037,Los Angeles,644000,228320,1003,1,6.03723E+13,giscorps
"4211 S Avalon, Los Angeles, CA 90011",,,,34.00721,-118.26548,1,rooftop,4211,S Avalon Blvd,Los Angeles,CA,Los Angeles County,90011,US,City of Los Angeles,2019,6,6037,Los Angeles,644000,228320,1003,1,6.03723E+13,giscorps
"42135 10th St W ste 101, Lancaster, CA 93534",,,,34.648432,-118.147802,1,range_interpolation,42135,10th St W,Lancaster,CA,Los Angeles County,93534,US,TIGER/Line® dataset from the US Census Bureau,2019,6,6037,Lancaster,640130,900705,1029,1,6.0379E+13,giscorps
"4233 Santa Anita Ave, El Monte, CA 91731",,,,34.085095,-118.03422,1,rooftop,4233,Santa Anita Ave,El Monte,CA,Los Angeles County,91731,US,Los Angeles,2019,6,6037,El Monte,622230,432402,2003,2,6.03743E+13,giscorps
"4235 Pacific Coast Highway, Torrance, CA 90505",,,,33.808705,-118.358482,1,rooftop,4235,Highway 1,Torrance,CA,Los Angeles County,90505,US,Los Angeles,2019,6,6037,Torrance,680000,651222,1011,1,6.03765E+13,giscorps
"424 West Broadway Glendale, CA 91204",,,,34.146524,-118.262078,1,rooftop,424,W Broadway,Glendale,CA,Los Angeles County,91204,US,Los Angeles,2019,6,6037,Glendale,630000,302301,2002,2,6.0373E+13,giscorps
"425 S Pacific Ave, San Pedro, CA 90731-2625",,,,33.74001,-118.28807,1,rooftop,425,S Pacific Ave,San Pedro,CA,Los Angeles County,90731,US,City of Los Angeles,2019,6,6037,Los Angeles,644000,296600,1008,1,6.0373E+13,giscorps
"4251 Crenshaw Blvd., Los Angeles, CA 90008",,,,34.006718,-118.334897,1,rooftop,4251,Crenshaw Blvd,Los Angeles,CA,Los Angeles County,90008,US,Los Angeles,2019,6,6037,Los Angeles,644000,234300,3007,3,6.03723E+13,giscorps
"4301 S. Central Ave., Los Angeles, CA 90011",,,,34.00556,-118.25676,1,rooftop,4301,S Central Ave,Los Angeles,CA,Los Angeles County,90011,US,City of Los Angeles,2019,6,6037,Los Angeles,644000,228600,1005,1,6.03723E+13,giscorps
"4319 E Slauson Ave, Maywood, CA 90270",,,,33.987672,-118.18928,1,range_interpolation,4319,E Slauson Ave,Maywood,CA,Los Angeles County,90270,US,TIGER/Line® dataset from the US Census Bureau,2019,6,6037,Maywood,646492,533403,1013,1,6.03753E+13,giscorps
"4323 Riverside Drive, Burbank, CA 91505",,,,34.15254,-118.347422,1,rooftop,4323,Riverside Dr,Burbank,CA,Los Angeles County,91505,US,City of Burbank,2019,6,6037,Burbank,608954,311600,3003,3,6.03731E+13,giscorps
"43322 Gingham Ave, Lancaster, CA 93535-4576",,,,34.67106,-118.1219,0.6,street_center,,Gingham Ave,Lancaster,CA,Los Angeles County,93535,US,TIGER/Line® dataset from the US Census Bureau,2019,6,6037,Lancaster,640130,900501,1010,1,6.0379E+13,giscorps
"4345 West Century Boulevard, Inglewood, CA 90304",,,,33.945752,-118.351817,1,rooftop,4345,W Century Blvd,Inglewood,CA,Los Angeles County,90304,US,Los Angeles,2019,6,6037,Inglewood,636546,601100,2009,2,6.0376E+13,giscorps
"44430 Challenger Way, Lancaster, CA 93535",,,,34.690413,-118.112053,1,rooftop,44430,Challenger Way,Lancaster,CA,Los Angeles County,93535,US,Los Angeles,2019,6,6037,Lancaster,640130,900608,1026,1,6.0379E+13,giscorps
"4477 Whittier Blvd, Los Angeles, CA 90022-1535",,,,34.023605,-118.171456,1,rooftop,4477,Whittier Blvd,Los Angeles,CA,Los Angeles County,90022,US,Los Angeles,2019,6,6037,East Los Angeles,620802,531503,2006,2,6.03753E+13,giscorps
"451 South Sierra Madre Boulevard, Pasadena, CA 91107",,,,34.138181,-118.101951,1,rooftop,451,S Sierra Madre Blvd,Pasadena,CA,Los Angeles County,91107,US,Los Angeles,2019,6,6037,San Pasqual,668308,463300,1006,1,6.03746E+13,giscorps
"45104 10th Street West Lancaster, CA 93534",,,,34.701579,-118.147936,1,range_interpolation,45104,10th St W,Lancaster,CA,Los Angeles County,93534,US,TIGER/Line® dataset from the US Census Bureau,2019,6,6037,Lancaster,640130,900806,2002,2,6.0379E+13,giscorps
"455 E Columbia St Ste 201, Long Beach, CA 90806-1620",,,,33.809372,-118.187366,1,rooftop,455,E Columbia St,Long Beach,CA,Los Angeles County,90806,US,City of Long Beach,2019,6,6037,Long Beach,643000,572202,1002,1,6.03757E+13,giscorps
"456 S Main St, Los Angeles, CA 90013-1390",,,,34.04691,-118.24803,1,rooftop,456,S Main St,Los Angeles,CA,Los Angeles County,90013,US,City of Los Angeles,2019,6,6037,Los Angeles,644000,207302,2008,2,6.03721E+13,giscorps
"4560 Admiralty Way, Suite 100, Marina del Rey, CA 90292",,,,33.983304,-118.444167,1,range_interpolation,4560,Admiralty Way,Marina Del Rey,CA,Los Angeles County,90292,US,TIGER/Line® dataset from the US Census Bureau,2019,6,6037,Marina del Rey,645806,702901,4006,4,6.0377E+13,giscorps
"457 S Citrus Ave Covina, CA 91723",,,,34.08232,-117.8903,0.9,range_interpolation,457,S Citrus Ave,Covina,CA,Los Angeles County,91723,US,TIGER/Line® dataset from the US Census Bureau,2019,6,6037,Covina,616742,406102,2016,2,6.03741E+13,giscorps
"4650 W Sunset Blvd, Los Angeles, CA 90027-6062",,,,34.09787,-118.29063,1,rooftop,4650,W Sunset Blvd,Los Angeles,CA,Los Angeles County,90027,US,City of Los Angeles,2019,6,6037,Los Angeles,644000,191302,2003,2,6.03719E+13,giscorps
"470 N Hawaiian Avenue, Wilmington, CA 90744",,,,33.7753,-118.27616,0.8,rooftop,470,Hawaiian Ave,Wilmington,CA,Los Angeles County,90744,US,Los Angeles,2019,6,6037,Los Angeles,644000,294900,1014,1,6.03729E+13,giscorps
"475 Foothill Blvd Suite K, La Cañada Flintridge, CA 91011",,,,34.199791,-118.188611,1,rooftop,475,Foothill Blvd,La Canada Flintridge,CA,Los Angeles County,91011,US,Los Angeles,2019,6,6037,La Cañada Flintridge,639003,460502,6013,6,6.03746E+13,giscorps
"4755 E. Cesar E. Chavez Blvd, East Los Angeles, CA 90022",,,,34.04074,-118.163357,1,range_interpolation,4755,E Cesar E Chavez Ave,Los Angeles,CA,Los Angeles County,90022,US,TIGER/Line® dataset from the US Census Bureau,2019,6,6037,East Los Angeles,620802,530500,1007,1,6.03753E+13,giscorps
"4775 West Rosecrans Avenue, Hawthorne, CA 90250",,,,33.902165,-118.360967,1,rooftop,4775,W Rosecrans Ave,Hawthorne,CA,Los Angeles County,90250,US,Los Angeles,2019,6,6037,Hawthorne,632548,602402,5007,5,6.0376E+13,giscorps
"4801 E 58th St, Maywood, CA 90270",,,,33.987571,-118.178794,1,range_interpolation,4801,E 58th St,Maywood,CA,Los Angeles County,90270,US,TIGER/Line® dataset from the US Census Bureau,2019,6,6037,Maywood,646492,533701,2005,2,6.03753E+13,giscorps
"4909 Paramount Boulevard, Lakewood, CA 90712",,,,33.847513,-118.160355,1,rooftop,4909,Paramount Blvd,Lakewood,CA,Los Angeles County,90712,US,Los Angeles,2019,6,6037,Lakewood,639892,570702,2010,2,6.03757E+13,giscorps
"4943 Slauson Ave, Maywood, CA 90270-3020",,,,33.9872,-118.175,0.9,rooftop,4943,E Slauson Ave,Maywood,CA,Los Angeles County,90270,US,Los Angeles,2019,6,6037,Maywood,646492,533703,1002,1,6.03753E+13,giscorps
"495 E HOLT AVE, POMONA, CA 91767",,,,34.063023,-117.742288,1,rooftop,495,E Holt Ave,Pomona,CA,Los Angeles County,91767,US,Los Angeles,2019,6,6037,Pomona,658072,408800,1000,1,6.03741E+13,giscorps
"500 E. Colorado St. Suite 100 Glendale, CA 91205",,,,34.142318,-118.25001,1,rooftop,500,E Colorado St,Glendale,CA,Los Angeles County,91205,US,Los Angeles,2019,6,6037,Glendale,630000,302202,3000,3,6.0373E+13,giscorps
"500 Wilshire Boulevard, Santa Monica, CA 90401",,,,34.019731,-118.49736,1,range_interpolation,500,Wilshire Blvd,Santa Monica,CA,Los Angeles County,90401,US,TIGER/Line® dataset from the US Census Bureau,2019,6,6037,Santa Monica,670000,701902,1007,1,6.0377E+13,giscorps
"5000 E Lew Davis St, Long Beach, CA 90808",,,,33.829804,-118.135488,1,range_interpolation,5000,E Lew Davis St,Long Beach,CA,Los Angeles County,90808,US,TIGER/Line® dataset from the US Census Bureau,2019,6,6037,Long Beach,643000,573601,5002,5,6.03757E+13,giscorps
"5000 W Sunset Blvd Ste 440, Los Angeles, CA 90027-5861",,,,34.09788,-118.29844,1,rooftop,5000,W Sunset Blvd,Los Angeles,CA,Los Angeles County,90027,US,City of Los Angeles,2019,6,6037,Los Angeles,644000,191201,2006,2,6.03719E+13,giscorps
"502 West Holt Ave. Pomona, CA 91768",,,,34.061995,-117.757086,1,rooftop,502,W Holt Ave,Pomona,CA,Los Angeles County,91768,US,Los Angeles,2019,6,6037,Pomona,658072,408800,1016,1,6.03741E+13,giscorps
"5020 Long Beach Boulevard, Long Beach, CA 90805",,,,33.847192,-118.193103,1,rooftop,5020,Long Beach Blvd,Long Beach,CA,Los Angeles County,90805,US,City of Long Beach,2019,6,6037,Long Beach,643000,571703,2001,2,6.03757E+13,giscorps
"5059 York Blvd, Los Angeles, CA 90042",,,,34.121218,-118.204832,1,rooftop,5059,York Blvd,Los Angeles,CA,Los Angeles County,90042,US,Los Angeles,2019,6,6037,Los Angeles,644000,183401,2004,2,6.03718E+13,giscorps
"507 S. Atlantic Blvd., East Los Angeles, CA 90022",,,,34.027078,-118.155351,1,range_interpolation,507,S Atlantic Blvd,Los Angeles,CA,Los Angeles County,90022,US,TIGER/Line® dataset from the US Census Bureau,2019,6,6037,East Los Angeles,620802,530301,2010,2,6.03753E+13,giscorps
"511 North Hollywood Way, Burbank, CA 91505",,,,34.159718,-118.343558,1,rooftop,511,N Hollywood Way,Burbank,CA,Los Angeles County,91505,US,City of Burbank,2019,6,6037,Burbank,608954,311400,1019,1,6.03731E+13,giscorps
"5117 Lakewood Boulevard, Lakewood, CA 90712",,,,33.85191,-118.14352,0.9,rooftop,5117,N Lakewood Blvd,Lakewood,CA,Los Angeles County,90712,US,Los Angeles,2019,6,6037,Lakewood,639892,570701,2001,2,6.03757E+13,giscorps
"512 E 4th St, Los Angeles, CA 90013-2104",,,,34.04454,-118.24117,1,rooftop,512,E 4th St,Los Angeles,CA,Los Angeles County,90013,US,City of Los Angeles,2019,6,6037,Los Angeles,644000,206200,2017,2,6.03721E+13,giscorps
"512 S Indiana St, Los Angeles, CA 90063-3911",,,,34.030061,-118.192199,1,range_interpolation,512,S Indiana St,Los Angeles,CA,Los Angeles County,90063,US,TIGER/Line® dataset from the US Census Bureau,2019,6,6037,East Los Angeles,620802,531201,2005,2,6.03753E+13,giscorps
"514 N. Prospect Ave., Redondo Beach , CA 90277",,,,33.852008,-118.378683,1,range_interpolation,514,N Prospect Ave,Redondo Beach,CA,Los Angeles County,90277,US,TIGER/Line® dataset from the US Census Bureau,2019,6,6037,Redondo Beach,660018,621201,1006,1,6.03762E+13,giscorps
"5151 State University Dr., Los Angeles, CA 90032",,,,34.06282,-118.17092,1,rooftop,5151,E State University Dr,Los Angeles,CA,Los Angeles County,90032,US,City of Los Angeles,2019,6,6037,Los Angeles,644000,201700,1002,1,6.0372E+13,giscorps
"5176 East Whittier Boulevard, Los Angeles, CA 90022",,,,34.02103,-118.15807,0.8,rooftop,5176,Whittier Blvd,Los Angeles,CA,Los Angeles County,90022,US,Los Angeles,2019,6,6037,East Los Angeles,620802,531702,4001,4,6.03753E+13,giscorps
"522 South San Pedro St. Los Angeles, CA 90013",,,,34.04347,-118.24413,1,rooftop,522,S San Pedro St,Los Angeles,CA,Los Angeles County,90013,US,City of Los Angeles,2019,6,6037,Los Angeles,644000,206300,1006,1,6.03721E+13,giscorps
"524 Colorado Ave, Santa Monica 90401",,,,34.014733,-118.490253,1,rooftop,524,Colorado Ave,Santa Monica,CA,Los Angeles County,90401,US,Los Angeles,2019,6,6037,Santa Monica,670000,701902,3001,3,6.0377E+13,giscorps
"525 Broadway Suite 1101, Santa Monica, CA 90401",,,,34.016716,-118.492346,1,rooftop,525,Broadway,Santa Monica,CA,Los Angeles County,90401,US,Los Angeles,2019,6,6037,Santa Monica,670000,701902,1021,1,6.0377E+13,giscorps
"5300 Tujunga Avenue, North Hollywood, CA 91601",,,,34.167179,-118.378818,1,rooftop,5300,Tujunga Ave,North Hollywood,CA,Los Angeles County,91601,US,Los Angeles,2019,6,6037,Los Angeles,644000,125320,1008,1,6.03713E+13,giscorps
"535 S 2nd Ave, Covina, CA 91723-3013",,,,34.080065,-117.888491,1,rooftop,535,S 2nd Ave,Covina,CA,Los Angeles County,91723,US,Los Angeles,2019,6,6037,Covina,616742,406102,2014,2,6.03741E+13,giscorps
"540 E Artesia Blvd, Long Beach, CA 90805-1476",,,,33.873809,-118.186894,1,rooftop,540,E Artesia Blvd,Long Beach,CA,Los Angeles County,90805,US,City of Long Beach,2019,6,6037,Long Beach,643000,570301,2005,2,6.03757E+13,giscorps
"540 Hawaii Ave, Torrance, CA 90503",,,,33.841301,-118.336556,1,rooftop,540,Hawaii Ave,Torrance,CA,Los Angeles County,90503,US,Los Angeles,2019,6,6037,Torrance,680000,650401,1014,1,6.03765E+13,giscorps
"5400 Lankershim Blvd., North Hollywood, CA 91601",,,,34.168758,-118.37706,1,range_interpolation,5400,Lankershim Blvd,North Hollywood,CA,Los Angeles County,91601,US,TIGER/Line® dataset from the US Census Bureau,2019,6,6037,Los Angeles,644000,125310,3010,3,6.03713E+13,giscorps
"5401 S Fairfax Ave, Ladera Heights, CA 90056",,,,33.992578,-118.363823,1,rooftop,5401,S Fairfax Ave,Los Angeles,CA,Los Angeles County,90056,US,Los Angeles,2019,6,6037,Ladera Heights,639108,703002,4001,4,6.0377E+13,giscorps
"5417 Whittier Blvd, Los Angeles, CA 90022-4101",,,,34.019854,-118.153587,1,rooftop,5417,Whittier Blvd,Los Angeles,CA,Los Angeles County,90022,US,Los Angeles,2019,6,6037,East Los Angeles,620802,531701,2024,2,6.03753E+13,giscorps
"5420 N Figueroa St, Los Angeles, CA 90042-4118",,,,34.10755,-118.19655,1,rooftop,5420,N Figueroa St,Los Angeles,CA,Los Angeles County,90042,US,City of Los Angeles,2019,6,6037,Los Angeles,644000,183810,2011,2,6.03718E+13,giscorps
"5425 Pomona Blvd, Los Angeles, CA 90022-1716",,,,34.033569,-118.148833,1,rooftop,5425,Pomona Blvd,Los Angeles,CA,Los Angeles County,90022,US,Los Angeles,2019,6,6037,East Los Angeles,620802,530400,2048,2,6.03753E+13,giscorps
"5427 Whittier Blvd, Los Angeles, CA 90022-4101",,,,34.01994,-118.153489,1,rooftop,5427,Whittier Blvd,Los Angeles,CA,Los Angeles County,90022,US,Los Angeles,2019,6,6037,East Los Angeles,620802,531701,2024,2,6.03753E+13,giscorps
"5450 Hollywood Blvd., Los Angeles, CA 90027",,,,34.101571,-118.308829,1,rooftop,5450,Hollywood Blvd,Los Angeles,CA,Los Angeles County,90027,US,Los Angeles,2019,6,6037,Los Angeles,644000,190510,1000,1,6.03719E+13,giscorps
"5455 Wilshire Blvd. Suite 1807, Los Angeles, CA 90036",,,,34.062459,-118.347485,1,rooftop,5455,Wilshire Blvd,Los Angeles,CA,Los Angeles County,90036,US,Los Angeles,2019,6,6037,Los Angeles,644000,215101,2000,2,6.03722E+13,giscorps
"550 Deep Valley Drive, Suite 319, Rolling Hills Estates, CA 90274",,,,33.772564,-118.373051,1,rooftop,550,Deep Valley Dr,Rolling Hills Estates,CA,Los Angeles County,90274,US,Los Angeles,2019,6,6037,Rolling Hills Estates,662644,670403,1022,1,6.03767E+13,giscorps
"5505 Carson Street, Lakewood, CA 90713",,,,33.832503,-118.124791,1,rooftop,5505,Carson St,Lakewood,CA,Los Angeles County,90713,US,Los Angeles,2019,6,6037,Lakewood,639892,571102,3006,3,6.03757E+13,giscorps
